skill_id,domain_slug,domain_label,domain_function,owner_role,capability,skill_name,description,business_requirement,trigger_signal,primary_output,success_metric,priority_tier,automation_level,prompt_seed
S0072,strategy,Corporate Strategy,corporate strategy and market positioning,strategy leader,Revenue Optimization,strategy-revenue-optimization,Automate revenue optimization workflows for Corporate Strategy.,Identify and execute revenue uplifts in corporate strategy and market positioning.,Revenue targets are at risk in Corporate Strategy.,Revenue uplift plan with testable hypotheses.,Incremental revenue attributable to interventions.,P3,L5,Act as a top-tier strategy leader and execute Revenue Optimization for Corporate Strategy.
S0073,strategy,Corporate Strategy,corporate strategy and market positioning,strategy leader,Cycle Time Reduction,strategy-cycle-time-reduction,Automate cycle time reduction workflows for Corporate Strategy.,Reduce end-to-end cycle time in corporate strategy and market positioning.,Lead time exceeds acceptable SLA in Corporate Strategy.,Bottleneck map with cycle-time interventions.,Median cycle-time reduction.,P3,L5,Act as a top-tier strategy leader and execute Cycle Time Reduction for Corporate Strategy.
S0074,strategy,Corporate Strategy,corporate strategy and market positioning,strategy leader,Churn Prevention,strategy-churn-prevention,Automate churn prevention workflows for Corporate Strategy.,Predict and prevent churn drivers in corporate strategy and market positioning.,Retention metrics degrade in Corporate Strategy.,Churn risk model with save playbooks.,Gross and net churn improvement.,P3,L5,Act as a top-tier strategy leader and execute Churn Prevention for Corporate Strategy.
S0075,strategy,Corporate Strategy,corporate strategy and market positioning,strategy leader,Enablement Program,strategy-enablement-program,Automate enablement program workflows for Corporate Strategy.,Create a repeatable enablement program for corporate strategy and market positioning.,New team members ramp slowly in Corporate Strategy.,Enablement curriculum with milestones.,Time-to-productivity for new operators.,P3,L5,Act as a top-tier strategy leader and execute Enablement Program for Corporate Strategy.
S0076,strategy,Corporate Strategy,corporate strategy and market positioning,strategy leader,Performance Management,strategy-performance-management,Automate performance management workflows for Corporate Strategy.,Operationalize performance reviews for corporate strategy and market positioning.,Review cycles begin in Corporate Strategy.,Performance packet with evidence and growth actions.,Performance goal completion rate.,P3,L5,Act as a top-tier strategy leader and execute Performance Management for Corporate Strategy.
S0077,strategy,Corporate Strategy,corporate strategy and market positioning,strategy leader,Root Cause Analysis,strategy-root-cause-analysis,Automate root cause analysis workflows for Corporate Strategy.,Run root-cause analysis for repeat failures in corporate strategy and market positioning.,The same issue repeats in Corporate Strategy.,RCA document with verified corrective actions.,Repeat incident rate after remediation.,P3,L5,Act as a top-tier strategy leader and execute Root Cause Analysis for Corporate Strategy.
S0078,strategy,Corporate Strategy,corporate strategy and market positioning,strategy leader,Decision Log,strategy-decision-log,Automate decision log workflows for Corporate Strategy.,Maintain a transparent decision log for corporate strategy and market positioning.,Decision context is repeatedly lost in Corporate Strategy.,"Decision log with date, context, owner, and rationale.",Decision traceability coverage.,P3,L5,Act as a top-tier strategy leader and execute Decision Log for Corporate Strategy.
S0079,strategy,Corporate Strategy,corporate strategy and market positioning,strategy leader,AI Ops Monitoring,strategy-ai-ops-monitoring,Automate ai ops monitoring workflows for Corporate Strategy.,Monitor AI workflow quality and drift in corporate strategy and market positioning.,Agent performance becomes unstable in Corporate Strategy.,AI operations dashboard with drift and failure alerts.,Automated workflow success rate with guardrails.,P3,L5,Act as a top-tier strategy leader and execute AI Ops Monitoring for Corporate Strategy.
S0080,strategy,Corporate Strategy,corporate strategy and market positioning,strategy leader,Continuous Improvement Loop,strategy-continuous-improvement-loop,Automate continuous improvement loop workflows for Corporate Strategy.,Run a continuous improvement loop for corporate strategy and market positioning.,The team wants systematic optimization in Corporate Strategy.,Improvement backlog with closed-loop learnings.,Quarter-over-quarter productivity uplift.,P3,L5,Act as a top-tier strategy leader and execute Continuous Improvement Loop for Corporate Strategy.
S0081,product-management,Product Management,product planning and execution,product leader,Strategy Map,product-management-strategy-map,Automate strategy map workflows for Product Management.,Build and maintain a quarterly strategy map for product planning and execution.,A new planning cycle starts in Product Management.,"A ranked strategy map with owners, risks, and milestones.",Strategic initiative on-time completion rate.,P1,L3,Act as a top-tier product leader and execute Strategy Map for Product Management.
S0082,product-management,Product Management,product planning and execution,product leader,Goal Tree,product-management-goal-tree,Automate goal tree workflows for Product Management.,Translate company goals into a measurable goal tree for product planning and execution.,Leadership asks for clearer KPI alignment in Product Management.,A goal tree mapping company goals to team KPIs.,Percent of KPIs traceable to company goals.,P1,L3,Act as a top-tier product leader and execute Goal Tree for Product Management.
S0083,product-management,Product Management,product planning and execution,product leader,Operating Plan,product-management-operating-plan,Automate operating plan workflows for Product Management.,Create a 90-day operating plan for product planning and execution.,A team needs a quarter execution plan in Product Management.,A 90-day operating plan with dependencies and deadlines.,Plan execution completion rate by milestone.,P1,L3,Act as a top-tier product leader and execute Operating Plan for Product Management.
S0084,product-management,Product Management,product planning and execution,product leader,Budget Allocator,product-management-budget-allocator,Automate budget allocator workflows for Product Management.,Allocate budget across initiatives in product planning and execution using expected impact.,Budget planning or reforecast is requested for Product Management.,Budget allocation table with expected ROI per initiative.,Variance between expected and realized ROI.,P1,L3,Act as a top-tier product leader and execute Budget Allocator for Product Management.
